City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,borkum,53.5809,6.6915,12.75,95,97,8.91,DE,1714867008
273,dunedin,-45.8742,170.5036,12.11,67,73,1.34,NZ,1714867008
274,shakhtars'k,48.0625,38.5167,2.81,50,0,3.0,UA,1714867008
275,nagato,34.3833,131.2,20.11,72,90,13.79,JP,1714867009
276,papao,-17.75,-149.55,29.82,78,19,8.28,PF,1714866792
277,horta,38.5333,-28.6333,17.23,93,39,2.68,PT,1714867009
278,chibougamau,49.9168,-74.3659,14.79,72,100,3.09,CA,1714867009
279,myaydo,19.3667,95.2167,28.09,71,0,2.75,MM,1714867009
280,ardakan,32.31,54.0175,19.76,40,2,1.02,IR,1714867009
281,queenstown,-31.8976,26.8753,13.42,49,9,0.43,ZA,1714867010
282,darwin,-12.4611,130.8418,28.99,58,0,6.71,AU,1714866782
283,westport,41.1415,-73.3579,13.69,68,75,3.6,US,1714867010
284,grand falls-windsor,48.9332,-55.6649,1.95,85,14,1.79,CA,1714867010
285,nuku'alofa,-21.1333,-175.2,26.19,83,100,6.17,TO,1714867010
286,masinigudi,11.5667,76.6667,21.97,76,93,2.23,IN,1714867010
287,sanctuary point,-35.1114,150.629,14.62,87,100,2.96,AU,1714867011
288,leo,11.1,-2.1,32.88,35,90,2.55,BF,1714867011
289,port alfred,-33.5906,26.891,17.32,89,92,0.89,ZA,1714866807
290,aussillon,43.5029,2.3679,14.11,82,100,2.18,FR,1714867011
291,hithadhoo,-0.6,73.0833,29.15,78,100,5.34,MV,1714867011
292,princeville,45.7668,-61.2985,7.01,89,100,2.57,CA,1714867011
293,sola,-13.8833,167.55,27.92,80,100,11.14,VU,1714867012
294,labrador city,52.9463,-66.9114,6.95,65,75,3.09,CA,1714866779
295,ta`u,-14.2336,-169.5144,27.79,83,100,9.18,AS,1714867012
296,mount pearl,47.5166,-52.7813,2.3,94,100,6.17,CA,1714866778
297,macenta,8.5435,-9.471,22.98,92,100,1.19,GN,1714867012
298,nikol'sk,53.7189,46.0712,0.46,71,41,3.19,RU,1714867012
299,mezhdurechenskiy,59.6,65.9333,-3.37,95,100,7.61,RU,1714867013
300,huaral,-11.495,-77.2078,21.07,79,77,0.95,PE,1714867013
301,saipan,15.1355,145.701,30.39,70,40,5.14,MP,1714866775
302,ambon,-3.6954,128.1814,31.04,88,40,2.06,ID,1714866865
303,dhidhdhoo,6.8833,73.1,29.5,77,48,4.7,MV,1714867013
304,bielsk podlaski,52.7651,23.1865,14.45,86,100,2.51,PL,1714867013
305,khovd,48.0056,91.6419,12.54,26,73,1.72,MN,1714867013
306,tokar,18.4254,37.729,25.71,57,0,3.06,SD,1714867014
307,priozersk,61.0393,30.1291,6.16,83,54,4.93,RU,1714867014
308,dhulia,20.9,74.7833,30.61,38,61,7.2,IN,1714867014
309,pingzhuang,42.0372,119.2889,16.37,47,95,2.23,CN,1714867014
310,grand-bourg,15.8835,-61.3148,27.97,78,88,6.31,GP,1714867014
311,sept-iles,50.2001,-66.3821,3.92,84,75,0.51,CA,1714867015
312,lauro de freitas,-12.8944,-38.3272,29.01,70,20,4.12,BR,1714867015
313,canutama,-6.5339,-64.3831,27.49,78,94,0.18,BR,1714867015
314,kivioli,59.3531,26.9711,5.38,89,60,3.32,EE,1714867015
315,lysekil,58.2743,11.4358,10.68,88,32,3.55,SE,1714867015
316,lensk,60.7253,114.9278,3.78,88,100,1.03,RU,1714867016
317,madimba,-10.4,40.3333,23.65,94,100,4.22,TZ,1714866873
318,belmonte,-15.8631,-38.8828,24.92,86,10,3.35,BR,1714866826
319,howrah,22.5892,88.3103,30.0,84,75,3.09,IN,1714866902
320,machiques,10.0644,-72.545,25.54,87,100,0.9,VE,1714867016
321,tshabong,-26.05,22.45,18.98,33,0,5.11,BW,1714867016
322,brisas de zicatela,15.8369,-97.0419,28.9,67,17,4.38,MX,1714866810
323,susuman,62.7833,148.1667,-3.34,85,39,0.89,RU,1714867017
324,daru,-9.0763,143.2092,26.93,89,100,7.9,PG,1714866883
325,saldanha,-33.0117,17.9442,15.03,92,17,3.96,ZA,1714867017
326,san andres,12.5847,-81.7006,30.01,66,40,2.57,CO,1714867017
327,mokhsogollokh,61.4681,128.9203,4.01,71,85,0.83,RU,1714867017
328,port douglas,-16.4833,145.4667,25.3,76,100,2.95,AU,1714866904
329,morant bay,17.8815,-76.4093,29.79,86,16,3.69,JM,1714867017
330,moussoro,13.6408,16.4901,32.33,12,0,6.02,TD,1714867018
331,shagonar,51.5333,92.8,10.34,57,99,0.02,RU,1714867018
332,paragominas,-2.9667,-47.4833,23.54,98,94,1.55,BR,1714867018
333,taitung city,22.7583,121.1444,28.15,83,75,1.03,TW,1714867018
334,nadi,-17.8,177.4167,31.0,62,75,4.63,FJ,1714867018
335,uliastay,47.7417,96.8444,7.15,35,14,1.78,MN,1714867019
336,tupiza,-21.45,-65.7167,13.14,13,0,3.54,BO,1714867019
337,selizharovo,56.8519,33.4487,7.52,93,87,3.81,RU,1714867019
338,naifaru,5.4444,73.3657,29.43,79,30,4.69,MV,1714867019
339,iisalmi,63.5592,27.1907,2.74,90,87,2.85,FI,1714867019
340,beaconsfield,45.4334,-73.8659,19.15,80,75,5.66,CA,1714867019
341,kashary,49.04,41.0056,3.35,48,1,1.73,RU,1714867020
342,batticaloa,7.7102,81.6924,27.18,89,88,2.79,LK,1714867020
343,smithers,54.7804,-127.1743,18.18,32,40,2.06,CA,1714866833
344,quang ngai,15.1167,108.8,28.89,60,96,1.77,VN,1714867020
345,keflavik,64.0049,-22.5624,4.95,93,100,6.69,IS,1714867020
346,yeed,4.55,43.0333,24.46,86,100,3.62,SO,1714867020
347,san buenaventura,27.0833,-101.5333,33.37,44,56,4.31,MX,1714867021
348,atamyrat,37.8357,65.2106,19.14,78,77,4.07,TM,1714867021
349,hamilton,39.1834,-84.5333,24.35,86,75,1.54,US,1714867021
350,tabou,4.423,-7.3528,28.0,83,66,4.24,CI,1714867021
351,north bend,43.4065,-124.2243,11.26,87,100,7.72,US,1714867021
352,keningau,5.3378,116.1602,24.23,96,94,0.42,MY,1714867022
353,kandalaksha,67.162,32.4123,-5.18,91,16,1.84,RU,1714867022
354,rebola,3.7167,8.8333,24.62,94,20,1.54,GQ,1714867022
355,nar'yan-mar,67.6713,53.087,-15.59,100,95,1.97,RU,1714866846
356,misratah,32.3754,15.0925,18.32,55,0,3.39,LY,1714867022
357,letlhakane,-21.4167,25.5833,15.55,68,0,3.64,BW,1714867022
358,kuta,-8.7233,115.1723,25.0,94,20,2.24,ID,1714867022
359,itamaraca,-7.7478,-34.8256,27.03,86,94,4.05,BR,1714867023
360,boguchany,58.3814,97.4531,2.7,74,89,3.13,RU,1714867023
361,sucua,-2.4667,-78.1667,24.41,88,40,1.03,EC,1714867023
362,saint-philippe,-21.3585,55.7679,22.77,81,98,6.65,RE,1714867023
363,jesup,31.6074,-81.8854,25.96,61,0,0.0,US,1714867023
364,pangody,65.85,74.4859,-4.57,90,100,8.27,RU,1714866797
365,selfoss,63.9331,-20.9971,2.8,71,6,2.81,IS,1714866847
366,dingcheng,32.1272,115.0394,15.06,87,100,2.36,CN,1714867024
367,raduzhny,62.0961,77.475,-2.0,93,100,7.96,RU,1714866799
368,nikolayevsk-on-amure,53.1406,140.73,5.68,52,86,0.89,RU,1714867024
369,torbat-e jam,35.244,60.6225,17.76,54,1,2.82,IR,1714867024
370,udachny,66.4167,112.4,-0.31,94,99,3.97,RU,1714867025
371,plettenberg bay,-34.0527,23.3716,15.48,84,71,1.49,ZA,1714867025
372,castillos,-34.1667,-53.8333,16.54,96,84,2.99,UY,1714867025
373,popondetta,-8.7537,148.2534,27.94,85,100,0.44,PG,1714867025
374,malpe,13.35,74.7167,25.61,77,51,1.12,IN,1714867025
375,coquimbo,-29.9533,-71.3436,13.85,76,0,1.54,CL,1714866884
376,keta,5.9179,0.9879,30.12,82,16,5.21,GH,1714867026
377,formosa do rio preto,-11.0483,-45.1931,23.85,48,8,1.09,BR,1714867026
378,argostolion,38.1811,20.489,16.53,47,45,3.26,GR,1714867026
379,gemena,3.25,19.7667,22.57,83,60,1.45,CD,1714867026
380,ola,59.5833,151.2833,3.41,86,84,1.53,RU,1714867026
381,mengellang,7.6957,134.6305,28.14,70,80,7.56,PW,1714867026
382,ebon,4.582,168.6964,28.02,84,73,7.64,MH,1714867027
383,nizhnesortymskiy,62.4397,71.7603,-0.37,98,100,7.33,RU,1714867027
384,argo,37.6333,22.7333,14.58,77,87,2.26,GR,1714867027
385,masumbwe,-3.6333,32.1833,19.74,80,97,1.17,TZ,1714867027
386,prainha,-1.8,-53.48,24.7,96,87,1.24,BR,1714867027
387,minas de marcona,-15.2119,-75.1103,15.64,88,23,5.59,PE,1714867028
388,baiti,13.745,-14.7482,30.32,31,0,5.41,SN,1714867028
389,recani,31.2846,-4.2688,23.31,7,44,3.33,MA,1714867028
390,port blair,11.6667,92.75,27.02,89,3,1.03,IN,1714867028
391,sorong,-0.8833,131.25,27.65,84,84,2.27,ID,1714867028
392,malvan,16.0667,73.4667,26.05,86,2,3.83,IN,1714867028
393,buon ma thuot,12.6667,108.05,24.62,79,68,1.38,VN,1714867029
394,geraldton,-28.7667,114.6,11.23,87,0,2.57,AU,1714866825
395,sao joao batista,-27.2761,-48.8494,23.91,97,100,0.25,BR,1714867029
396,porto novo,6.4965,2.6036,28.9,83,23,3.54,BJ,1714867029
397,stanley,54.868,-1.6985,9.6,91,20,1.03,GB,1714867029
398,noshiro,40.2039,140.0242,14.46,38,94,2.14,JP,1714867029
399,okhotsk,59.3833,143.3,3.19,73,63,2.17,RU,1714867030
400,guiyang,26.5833,106.7167,9.27,100,20,0.0,CN,1714867030
401,cozumel,20.5083,-86.9458,29.41,81,3,2.68,MX,1714866809
402,malard,35.6659,50.9767,17.1,39,11,7.84,IR,1714867030
403,yorkton,51.2167,-102.4677,9.91,62,100,5.14,CA,1714867030
404,kingscliff,-28.2667,153.5667,22.09,83,40,2.57,AU,1714866760
405,santa elena de uairen,4.6167,-61.1333,20.93,92,99,1.74,VE,1714867030
406,quesnel,52.9999,-122.5029,18.28,25,40,2.57,CA,1714867031
407,namibe,-15.1961,12.1522,23.23,67,0,2.73,AO,1714867031
408,vila franca do campo,37.7167,-25.4333,18.27,99,78,3.71,PT,1714867031
409,al qusiyah,27.4402,30.8184,26.15,22,51,3.22,EG,1714867031
410,ulubey,40.8721,37.7588,8.55,99,93,0.52,TR,1714867031
411,gilgit,35.9221,74.3087,12.29,70,65,0.82,PK,1714867032
412,kottagudem,17.55,80.6333,28.76,80,1,3.03,IN,1714867032
413,priob'ye,62.5206,65.5964,-3.87,91,99,8.35,RU,1714867032
414,weno,7.4515,151.8468,29.97,84,100,4.12,FM,1714866779
415,point pedro,9.8167,80.2333,28.59,86,38,5.18,LK,1714867032
416,douz,33.4663,9.0203,21.27,46,0,4.66,TN,1714867032
417,chakwal,32.9334,72.8585,21.1,70,7,1.79,PK,1714867033
418,tughyl,47.7252,84.2063,12.37,57,100,4.06,KZ,1714867033
419,kaa-khem,51.6833,94.7333,13.0,47,96,1.11,RU,1714867033
420,deqen,29.9618,90.7188,2.25,83,100,3.06,CN,1714867033
421,el hadjira,32.6134,5.5126,25.78,24,2,4.06,DZ,1714867034
422,nogliki,51.8333,143.1667,4.08,51,72,3.58,RU,1714867034
423,karratha,-20.7377,116.8463,23.95,24,0,4.71,AU,1714867034
424,tsiombe,-25.3,45.4833,17.7,80,0,3.14,MG,1714867034
425,inayauan,9.9005,122.434,29.14,69,100,3.72,PH,1714867034
426,tazacorte,28.629,-17.9293,18.54,82,0,4.63,ES,1714867034
427,crixas,-14.5489,-49.9692,23.7,50,5,1.89,BR,1714867035
428,malanje,-9.5402,16.341,16.86,66,20,1.19,AO,1714867035
429,mollendo,-17.0231,-72.0147,19.07,91,98,3.42,PE,1714867035
430,ejura,7.3856,-1.3562,27.3,74,10,3.25,GH,1714867035
431,kaohsiung,22.6163,120.3133,29.97,76,40,4.63,TW,1714867035
432,oranjemund,-28.55,16.4333,14.06,91,0,2.09,NA,1714866884
433,cafayate,-26.073,-65.9761,18.87,29,0,2.2,AR,1714867036
434,lincheng,19.9078,109.6858,26.96,73,0,2.81,CN,1714867036
435,aioun,16.6614,-9.6149,33.36,10,0,4.97,MR,1714867036
436,nema,57.5067,50.5011,-2.72,69,50,2.11,RU,1714867036
437,soto la marina,23.7667,-98.2167,29.13,68,66,7.35,MX,1714867036
438,palmas,-10.2128,-48.3603,27.93,78,0,3.09,BR,1714867037
439,hasaki,35.7333,140.8333,23.22,68,6,7.54,JP,1714866804
440,storvreta,59.9667,17.7,8.03,76,34,2.06,SE,1714867037
441,zambezi,-13.5432,23.1047,14.71,58,56,1.66,ZM,1714867037
442,veinticinco de mayo,-35.4323,-60.1727,13.88,83,0,1.79,AR,1714867037
443,dolores,-36.3132,-57.6792,12.36,95,4,4.02,AR,1714867037
444,yamada,39.4667,141.95,20.01,41,93,1.62,JP,1714867038
445,san ignacio,17.1561,-89.0714,38.08,34,0,3.09,BZ,1714867038
446,ha'il,27.5219,41.6907,21.01,32,0,0.0,SA,1714867038
447,kalamata,37.0389,22.1142,15.62,72,59,1.54,GR,1714867038
448,bonthe,7.5264,-12.505,28.03,83,99,3.25,SL,1714867038
449,burang,30.25,81.1667,-3.31,87,69,0.74,CN,1714867038
450,kvissleby,62.2936,17.375,0.91,97,29,1.31,SE,1714867039
451,nova vicosa,-17.8919,-39.3719,25.52,81,5,2.96,BR,1714867039
452,san julian,21.0167,-102.1667,31.42,8,33,6.1,MX,1714867039
453,traralgon,-38.1833,146.5333,15.2,74,82,2.26,AU,1714867039
454,kourou,5.1552,-52.6478,27.03,94,100,3.56,GF,1714866877
455,basni,27.1667,73.65,27.33,22,0,5.84,IN,1714867039
456,hailar,49.2,119.7,8.88,49,0,4.26,CN,1714867040
457,luang namtha,20.9497,101.4011,25.69,45,68,0.38,LA,1714867040
458,praia da vitoria,38.7333,-27.0667,17.14,82,0,2.32,PT,1714867040
459,buala,-8.145,159.5921,27.48,83,100,0.45,SB,1714867040
460,vegreville,53.5001,-112.0518,13.03,34,53,3.09,CA,1714867040
461,lillehammer,61.1146,10.4674,7.37,82,70,1.65,NO,1714867041
462,vila velha,-20.3297,-40.2925,24.97,88,20,1.03,BR,1714866753
463,sil-li,39.4947,125.4736,12.37,86,100,4.2,KP,1714867041
464,guiuan,11.0333,125.7247,28.38,71,62,3.89,PH,1714867041
465,usinsk,65.9939,57.5281,-7.74,93,93,2.68,RU,1714867041
466,dryden,49.7833,-92.7503,9.16,66,100,5.14,CA,1714866774
467,carnarvon,-24.8667,113.6333,22.28,47,0,8.15,AU,1714866830
468,labytnangi,66.6572,66.4183,-15.35,96,94,3.38,RU,1714867042
469,kashgar,39.4547,75.9797,18.56,25,40,5.0,CN,1714867042
470,hami,42.8,93.45,21.2,11,39,1.59,CN,1714867042
471,saudarkrokur,65.7461,-19.6394,3.56,90,71,1.04,IS,1714867042
472,tweed heads,-28.1817,153.547,22.22,83,40,2.57,AU,1714866718
473,saint george's,12.0564,-61.7485,28.82,84,40,6.17,GD,1714867042
474,freetown,8.484,-13.2299,27.37,88,100,2.06,SL,1714866782
475,kalmunai,7.4167,81.8167,27.23,87,100,2.52,LK,1714867043
476,cativa,9.3606,-79.8436,29.55,71,88,2.24,PA,1714867043
477,tyul'gan,52.3405,56.166,-0.78,70,33,1.54,RU,1714867043
478,lianzhou,24.7811,112.3825,20.24,97,100,1.04,CN,1714867043
479,nizhniye vyazovyye,55.7988,48.5248,1.48,61,15,1.95,RU,1714867043
480,andergrove,-21.0833,149.1833,23.6,78,99,5.49,AU,1714867044
481,santa rosalia,27.3167,-112.2833,27.67,26,5,3.03,MX,1714867044
482,haapsalu,58.9431,23.5414,8.28,74,14,3.29,EE,1714867044
483,natal,-5.795,-35.2094,26.12,89,0,3.09,BR,1714867044
484,sidney,-33.8679,151.2073,16.86,93,75,4.63,AU,1714866869
485,valdivia,-39.8142,-73.2459,7.05,84,89,3.54,CL,1714867044
486,vernon,50.2581,-119.2691,21.34,28,100,1.79,CA,1714866938
487,ouesso,1.6136,16.0517,22.89,84,28,1.11,CG,1714867045
488,souillac,-20.5167,57.5167,23.21,88,75,4.12,MU,1714867045
489,utrik,11.2278,169.8474,27.6,76,91,6.8,MH,1714866811
490,peace river,56.2501,-117.286,17.17,23,75,5.14,CA,1714867045
491,wuzhen,30.7454,120.4851,17.25,97,100,4.2,CN,1714867045
492,colonia menno,-22.3667,-59.8167,22.03,72,69,2.68,PY,1714867045
493,kill devil hills,36.0307,-75.676,23.0,84,40,5.14,US,1714867046
494,haiku-pauwela,20.9219,-156.3051,26.01,72,75,13.38,US,1714866757
495,kiunga,-6.1219,141.2906,25.96,96,100,1.22,PG,1714867046
496,hamamatsu,34.7,137.7333,20.79,50,10,1.35,JP,1714867046
497,mount gambier,-37.8333,140.7667,14.88,78,96,2.07,AU,1714867046
498,bremervorde,53.4833,9.1333,12.87,84,98,3.89,DE,1714867046
499,usogorsk,63.4106,48.6872,-10.74,98,92,0.89,RU,1714866887
500,frankfort,-27.2667,28.4833,12.39,47,0,2.39,ZA,1714867047
501,dakoro,14.5106,6.765,30.62,14,0,1.4,NE,1714867047
502,taroa,8.7058,171.2275,27.72,76,71,8.22,MH,1714867047
503,wlodawa,51.55,23.55,12.84,64,80,2.78,PL,1714867047
504,valverde del camino,37.5751,-6.7543,16.13,89,21,2.58,ES,1714867047
505,celestun,20.8667,-90.4,28.87,65,0,8.79,MX,1714867048
506,copala,16.65,-98.9833,28.13,62,2,3.86,MX,1714866937
507,gangakher,18.95,76.75,30.94,27,82,3.59,IN,1714867048
508,qarazhal,48.0078,70.7903,13.55,44,100,6.41,KZ,1714867048
509,sant antoni de portmany,38.9807,1.3036,18.54,59,0,3.6,ES,1714867048
510,yanam,16.7333,82.2167,26.58,99,35,1.04,IN,1714867048
511,mersa matruh,31.3525,27.2453,16.11,77,0,5.14,EG,1714867049
512,santa marta,11.2408,-74.199,28.27,77,40,5.14,CO,1714867049
513,tera,14.0078,0.7531,36.38,22,7,2.11,NE,1714867049
514,idri,27.5,13.2667,23.13,59,68,3.4,LY,1714867049
515,tanumah,27.1,44.1333,24.55,24,0,3.66,SA,1714867049
516,bac lieu,9.285,105.7244,30.52,65,91,2.84,VN,1714867050
517,szczawnica,49.4244,20.4849,8.49,84,42,1.55,PL,1714867050
518,launceston,-41.45,147.1667,10.08,100,100,3.09,AU,1714866837
519,tarnogskiy gorodok,60.4997,43.5761,-1.63,72,84,2.12,RU,1714867050
520,opuwo,-18.0607,13.84,18.78,39,1,3.11,NA,1714867050
521,pionerskiy,54.9508,20.2275,13.97,80,100,0.09,RU,1714867051
522,vadso,70.0744,29.7487,-0.51,74,100,7.2,NO,1714866791
523,nishinoomote,30.7333,131.0,22.31,73,75,8.23,JP,1714866949
524,bom jesus,-9.0744,-44.3586,24.99,44,11,1.67,BR,1714867051
525,nyazepetrovsk,56.0531,59.6028,-3.78,86,92,3.74,RU,1714867051
526,eyl,7.9803,49.8164,28.81,81,69,4.16,SO,1714867051
527,coahuayana de hidalgo,18.7,-103.6583,28.04,58,16,2.4,MX,1714866758
528,birpur,26.5167,87.0167,23.6,29,12,2.61,IN,1714867052
529,kulhudhuffushi,6.6221,73.07,29.52,78,65,4.75,MV,1714867052
530,imperatriz,-5.5264,-47.4917,24.56,90,65,1.39,BR,1714867052
531,sandnessjoen,66.0217,12.6316,1.29,79,36,7.65,NO,1714867052
532,cold lake,54.4502,-110.2017,10.97,40,40,0.0,CA,1714867052
533,sarangani,5.4033,125.4636,28.16,74,98,6.36,PH,1714866862
534,ljusdal,61.8288,16.0913,5.41,94,79,1.42,SE,1714867052
535,kodinsk,58.6881,99.1844,3.75,73,56,2.47,RU,1714867053
536,broome,42.2506,-75.833,15.43,69,40,5.14,US,1714867053
537,emporia,38.4039,-96.1817,18.11,55,75,5.66,US,1714867053
538,rabigh,22.7986,39.0349,27.89,59,0,1.65,SA,1714867053
539,san antonio de pale,-1.4014,5.6325,27.62,85,34,4.02,GQ,1714867053
540,whittlesea,-32.1759,26.8244,11.97,73,15,2.62,ZA,1714867054
541,mugia,43.1041,-9.2179,15.51,97,100,9.89,ES,1714867054
542,kirishi,59.4471,32.0205,5.02,97,49,3.96,RU,1714867054
543,fort mcmurray,56.7268,-111.381,14.77,35,0,3.6,CA,1714867054
544,ust'-ilimsk,58.0006,102.6619,3.58,79,94,1.31,RU,1714867054
545,makoua,0.0069,15.6333,23.76,85,29,0.9,CG,1714867054
546,puerto santa,-8.9906,-78.6456,19.99,86,22,3.98,PE,1714867055
547,altay,47.8667,88.1167,12.77,32,100,3.71,CN,1714867055
548,nea kallikrateia,40.3167,23.0667,16.49,84,36,4.37,GR,1714867055
